reviewTitle,reviewBody,final_sentiment,cluster,aspects
Teal Marble,It is absolutely beautiful ???? the colors are vibrant and print isn’t blurry. Easy to put on and fits perfectly. Great product for the price.,positive,0,"['is', 'are', 'is', 'Easy', 'fits', 'product']"
Very flimsy and wouldn't stay up to the front  window.,Automobile,positive,0,[]
Cool to have,Nasty taste,negative,1,['taste']
Love it,Great to keep butter,positive,0,['Great']
What is pictured in the product page is FRAUD,"Funny thing, I ordered this before due to the pandemic and used it and was happy with the product. I made a second order, and they only shipped 3 items instead of 4. I started looking into it, and realized that they are shipping something other than what they are advertising.",negative,1,"['thing', 'was']"
I think it works it’s just difficult with a marker,I have a male cat that just insists upon marking I’ve tried this and the remover I think it probably does it’s job but he is doing his job stronger LOL,neutral,2,['LOL']
Buy it!,This stuff is amazing! Held decorations to the wall for 4 days and easy to take down without wall damage.,positive,0,"['is', 'Held', 'without']"
I would like my refund it is dented,I need to send it back it was a used one the microphone speaker is dented,negative,1,['one']
2 sizes too small,2 sizes too small. Very thin,negative,1,[]
"Didn't last long, snapped about a week later, no good reason...",Cheaply made,negative,1,['made']
Best Invisible bras ever!!!,"Real product and display picture is consistent, without any color different, material quality is very good! Also, the price is very inexpensive, chest stick very nicely chest, very sticky, together and has good effect, use up very comfortable, without any allergic reactions. It can also use water to clean after use, immediately back to the appearance of new, It's amazing!",positive,0,"['is', 'is', 'is', 'chest', 'chest', 'effect', 'use', 'reactions', 'use', ""'s""]"
Adorable!,Love this accent lamp! Added such character to my kitchen desk! Very well crafted!,positive,0,"['Love', 'crafted']"
Disappointed,Couplings leak intermittently. Especially when there is movement in the hose.  I have a Bostitch pancake compressor and after reading mostly positive reviews I was expecting a solid product. Unfortunately this hose does not meet my expectations and the leaky couplings forces my compressor to run more frequently.,positive,0,"['leak', 'reviews', 'product', 'meet', 'couplings']"
Great,My students absolutely loved these!,positive,0,['loved']
Quality great for price,The quality is great for the price! Sticky enough to stay on for long periods of time but don’t hurt when you take them off!,negative,1,"['is', 'Sticky', 'Sticky', 'Sticky']"
mine doesn't work,it doesn't work - I cannot talk through wired headphones and charge the phone at the same time,positive,0,['talk']
Easy to use and no mess,"Instead of trying to make a sugar solution, this liquid nectar is so much better and it does not contain red dye. Another plus compared to other products",negative,1,['is']
Love!!,"I just repurchased this. The first one lasted me about 2 years with daily use. The alarm stopped working one day, but in all fairness, I did drop it a bunch of times :/ I love waking up to the light and the alarm music is not insanely annoying, but peaceful. I put it across the room so I'm facing the ""sunrise."" I'll probably always have one of these, and will more than likely stick with this brand.",positive,0,"['stopped', 'stopped', 'in', 'love', 'music', 'annoying', 'is', 'is']"
Great,Loved them.,neutral,2,['Loved']
Very well,Very good,positive,0,['good']
It really fits to your size.,"Excellent for meeting, going to work, going to a friendly gathering, going to a restaurant extra....",positive,0,"['Excellent', 'going', 'gathering']"
h,I love the lashes ????,positive,0,['love']
Sizing is strange,"I purchased a 2x, which is what I normally wear. The bottom part fit perfectly, the top however, is a mess. I'm pretty busty (40DD), and I don't fill it out. It also shifts to the side so much I think its sewn incorrectly! The dress is quite beautiful, but I don't know how I'm going to fix the issue with the top.",positive,0,"['fit', 'fit', 'is', 'busty', 'sewn', 'is', 'fix', 'with']"
Easy to Use,"Super easy to use!  Small, portable!",positive,0,"['easy', 'easy', 'portable']"
Adequate when assembled.,"Product did not come with all parts, had to wait a week to get other parts. Also instructions for assembly were not good.",positive,0,['were']
Comfortable and stays in place.,I have medium length thin hair that I like to twist up on the back of my head. This holds it nicely and comfortably and actually closes all the way over the twist so it doesn't fall down. It is also more comfortable if I have to lean my head back than some of the other clips.,positive,0,"['hair', 'like', 'holds', 'nicely', 'over', 'closes', 'is', 'have']"
Nice,Great product. Fast delivery. Will buy again,positive,0,"['product', 'delivery']"
"Easy to install, fast shipping",We love ordering from Waterdrop. It’s so easy to find the filter that fits our fridge and the quick shipping is incredible. I cannot believe how much Samsung charges for filters so being able to buy two at half the price of one is AMAZING. We will absolutely keep ordering from waterdrop!,positive,0,"['love', '’s', 'is', 'is']"
Love ❤️ these rings,"I love these rings, great quality and beautifully crafted",positive,0,"['love', 'quality', 'crafted']"
Dissatisfied,I really don’t like anything about it. Slow to make coffee. Very very noisy while perking. Hard to clean and pour water in tank. Wish I dad sent it back.,negative,1,"['do', 'Slow', 'noisy', 'clean', 'clean', 'in']"
So far so good,"Finally pull the trigger to buy a masticating juicer to complement the Vitamix blender. There is definitely a learning curve and the poorly written instruction of the juicer cause quite some confusion in assembly and cleaning. Ignoring the instruction, the juicer is actually easy to put together and very easy to clean with the included brushes. It is sturdy and the noise level is fine for what it does. The juice tastes great and, judged by the dryness of the pulp, this juicer offers maximum amount of juice. I already figure out a favorite receipt for the hot days. Two medium size carrots, one apple, two handful kale, one small piece of ginger and a slice of lemon. Absolutely loves it.",positive,0,"['buy', 'written', 'cause', 'is', 'is', 'put', 'easy', 'is', 'level', 'is', 'tastes', 'receipt', 'days', 'of', 'loves']"
Doesn’t do anything,Took ages to widen an existing hole in an aluminum frame in my car. Probably spent about 5 minutes to widen the hole by 1-2mm.,neutral,2,[]
This beautiful harness has a reflective strip which is nice for our evening walks.,"She grew out of her medium one and this one  fits perfectly.  Also, she is much more obedient with her service dog harness on!",negative,1,['fits']
Xoxo! Meowwww ^.^,"This is kitten's most favorite toy of all timeeeee! Super sturdy and durable, hell, even I enjoy it when we play together. Pretty rainbow twirling ribbon. Really good toy for bonding.",positive,0,"['toy', 'sturdy', 'enjoy', 'sturdy', 'sturdy', 'enjoy', 'rainbow', 'toy']"
Go ahead n buy!!,Product as described thanks will be ordering again in another color,negative,1,['Product']
Would  get them again,They where what I  expected,negative,1,[]
Bonito pero con detalles,"El Kong nos gustó mucho pero desafortunadamente traía dos defectos: una pierna floja que se le cae fácilmente y la segunda cabeza no embona. El vendedor fué muy profesional, me respondió rápido y me hizo un reembolso.",positive,0,[]
Good for fragrance oils,"Perfect for my fragrance oils! They are very convenient and all of the droppers work well, I ordered another set of 24 since I am expanding my soap/perfume business.",positive,0,"['Perfect', 'are', 'are', 'work']"
Great smell - left a residue.,"Like the smell - long lasting. It is more of an oil base so when it’s sprayed in the air, it left a residue.",positive,0,"['Like', 'long']"
Nice for filling in the lows,"Like others have said, not going to thump. More like a home theater sub. Fills in all of the lows that 5 1/4 or 6 1/2 speakers can't.",positive,0,"['said', 'like']"
"After 9 months of daily use, this woman isn't impressed with claims","The Seller has repeatedly answered negative Amazon reviews by writing ""use for 8 months minimum"" and so I'm going into my 9th month (which will be my last purchase). I seriously doubt I will suddenly see changes in the 9th and last month of usage. Can we all agree that thinning hair or hair loss occurs due to many factors and what works for some here doesn't work for others? The price has fluctuated over the last 9 months but I'm out of pocket over $200 for a wild experiment I was desperate to try. Lesson learned.",negative,1,"['reviews', 'doubt', 'hair', 'work', 'occurs', 'experiment', 'was']"
Don’t cutting the packing because you might end up cutting the wipe.,It was easy to put on the phone. I didn’t need instructions on how to do it. I enjoyed the tempered glass that came for the phone.,positive,0,"['was', 'enjoyed', 'glass']"
Good Filters,Needed a new swimming pool filter. Filters are always perfect and very good seller. Filter arrived early.,positive,0,"['seller', 'perfect']"
Appears to work very well,"I purchased this in January 2021.  Initial tests throughout the house were in the 6.5 range even though I have been running a radon exhauster for several years on a 6 hour per day schedule.  I upped this to 8 hours which lowered the reading a little. Tested the unit outside which showed a .62 reading. Getting concerned, I purchased and installed a Honeywell ERV.  After some experimental checking, I have the ERV on low continuous, furnace fans on circulate and the radon exhauster on 2 hrs morning and 2 hours evening.  Radon now at about 2.0.  3,000 SF house air is much fresher and radon level is good - basement,  main level and upper master bedroom, all uniform at about 2.0.  I now have at our lake house.  Outside reading = .2.  Need to see what inside reading looks like this summer when closed up with a/c on.",positive,0,"['Getting', 'is', 'basement', 'bedroom', 'looks']"
"Superior product, durable and reliable",I love this product. I use it ten times a day at least.,neutral,2,['love']
Love this thread,"Great thead, nice color selection.",positive,0,"['selection', 'selection']"
Great and worth it!,"Well worth money. Must use UV lamp, but after that you can go on with your day.",positive,0,"['worth', 'worth']"
Even the elderly can use the echo,Echo is great. Turns on lights before I enter rooms and plays music I like.,positive,0,"['is', 'music']"
Decent shorts,These are pretty good shorts. Nice for lounging around or doing workouts. Not something I'd probably wear too often or wear out as they aren't really my style and kind of made of material similar to some wind pants I used to have and I just don't particularly care for that look or feel. Otherwise they're good. I can stretch and move easily in the them. Nothing major to complain about more of just a personal taste and preference. Overall I like and would recommend for someone looking for something like these.,positive,0,"['good', 'shorts', 'Nice', ""'re"", 'Nothing', 'like', 'like', 'something']"
Perfect!,"Just what I needed. They fit, I can see!",positive,0,[]
Great distractor,"I have two small dogs that get into barking matches. This item will magically make them stop long enough to forget what they were barking about. It's been a real ""ear"" saver!!",negative,1,"['stop', 'been']"
"Comfort, shade and worth the coatt",Works great for holding baby up out of the water and doesn't flip,positive,0,"['Works', 'Works']"
Not pleased.,The only thing I can say about this is that it’s warm. It’s no where near as fluffy as they claim it to be.,negative,1,['’s']
Not worth it,"Was excited for the desk but was a little hesitant because the reviews seemed 50/50 but thought how bad could it be? Well, it was horrible. The instructions given are not helpful at all, the measurements on the wood were incorrect, and worst of all the wood cracked. A total waste of money and who was the time or energy to return this huge thing? Not worth it.",positive,0,"['Was', 'was', 'be', 'was', 'was', 'are', 'were', 'cracked', 'were', 'waste', 'worth']"
Easy to use,So easy to use. No messy trays. Low price.,positive,0,"['easy', 'trays']"
My favorite skirt!  I got it in 2 more colors!,"It's cute, sturdy, swishy, goes great with my crop tops, and sits comfortably at my waist!  After a while, I also got it in blue and pink!",positive,0,"['swishy', 'swishy', 'goes', 'with', 'sits']"
Support not strangling!,"Finally found a bra that fits big boobs, supports without wire and is actually comfortable and not strangling. Bought a second one!!",positive,0,"['found', 'is', 'comfortable']"
Buen material.,Es muy buen material y bien grande. Me encanta,positive,0,[]
Failed after normal use,"After 8 months the upper swivel pulled out of the 2 or 3 threads that were there. Up until this point, we loved it.",neutral,2,['loved']
Garbage,"Two shots from a 30-30, and the lens fell out.",positive,0,['fell']
Quilty,Easy to use,neutral,2,['Easy']
My niece loved it:),Very cute,positive,0,['cute']
Trying to wipe it off it water got inside my package,"I open the package reached my hand in to pull out the product, my hand was filled with a substance..My product came with a Vaseline like substance in the package.",positive,0,['Vaseline']
Not Nearly Responsive Enough,"I am waiting for a Kawai keyboard to be in stock so I picked up this item just so I could get a jump learning to sight read... and so I could test drive couple of instructional apps. Unfortunately the responsiveness on this product is just terrible. I recognize how inexpensive it is... so I was not expecting much... but it is unusable for any educational purposes. Some notes randomly wont play no matter how hard you press the ""key""... other times notes will play twice when the key is struck once. Makes it impossible to complete  virtually any exercise in any app.",negative,1,"['is', 'is', 'is', 'is', 'play', 'press', 'play', 'Makes']"
Excelente para viajes de playa,Me encanto. La talla es acorde a lo descrito. Peso ligero e ideal para dias soleados,positive,0,['dias']
Right size,Tasty.,neutral,2,[]
Love the design,I bought this for my bathroom and now want to buy another set for my kitchen. I love that the bottle quality and the stickers add such a nice touch. I highly recommend the amber color! Looks very chic,positive,0,"['love', 'touch', 'recommend', 'Looks']"
Don't buy used!,"I can deal with a little cosmetic blemishes, but this was really bad. Can't believe Amazon even considered reselling this item. RETURNED!",negative,1,"['with', 'was']"
Super modern,I used different one long time. But i liked this one more. More modern more clean looking. I have been some troubles cleaning the old one so after i used first time and tried to cleaning on this one woow super easy. This should be the top priority if i buy more diffuser.,positive,0,"['liked', 'looking', 'looking', 'been', 'troubles', 'to', 'easy', 'woow', 'priority']"
Fun and Functional Pill Organizer,Absolutely love this pill organizer! It has a crack in the plastic but that doesn’t bother me since it doesn’t take away from the product’s functioning. It’s so easy to use and easy to grab in the morning! This has made taking my medicine consistently easier! Plus the design is so fun! I love the color and the push button!,positive,0,"['love', 'has', 'has', '’s', 'use', 'easier', 'made', 'is', 'love']"
Very thin and flimsy,"They work, but had I known they were so thin I would not have paid so much. Super thin, super flimsy for the money lol elsewhere.",positive,0,"['work', 'flimsy', 'flimsy', 'lol']"
Exactly what its supposed to be a hand ratchet,"It works as it should but it's not entirely what I was looking for. It would be nice if it could work with a ratchet,  rather than be the ratchet. Either way I did find something else that works better for my needs. However ill still be keeping this to see if it comes in hand, no pun intended.",negative,1,"['works', 'be', 'be', 'something', 'works']"
Convenient. Awesome hair collection! Sharp?,"Was really convenient removing the hair, the cats seem to sort of like it. My medium hair kitty acts a little sensitive to it, but when I am gentle she is tolerant. The metal bristles are a tad sharp feeling to me, but my long hair loves it!",negative,1,"['Was', 'seem', 'acts', 'am', 'are', 'feeling', 'are']"
Best decision I ever made for my pup! Amazing!,My dog has dermatitis due to food allergies. Her ears were so bad and scaled losing all her fur and getting repeat ear infections. They were so painful for her. I started giving her these as a last resort. She has now been taking 1 a day for almost two months now and her ears have completely healed! All the fur has grown back also! And her skin no longer itches. I can not express how pleased I am with these. Definitely ordering again!,negative,1,"['due', 'were', 'were', 'getting', 'were', 'taking', 'itches', 'am']"
Does not fit,This does not fit the S10 plus,positive,0,[]
Space saver,I don't have a gym membership so I wanted something that would fit my needs. These fitness bands fit the need. They are easy to set up and use. I have them in my home office  and can take a break anytime to relieve neck and back strain.. Love the resistance levels also. I can't think of any cons for this product. So glad I found these,positive,0,"['are', 'take', 'neck', 'Love', 'levels', 'glad']"
Nice,Nice,positive,0,['Nice']
A great investment for happy kitties!,This is one of the best grooming tools I’ve found yet. I have three cats with varying hair lengths/coat thicknesses and this works on all of them. The curved side gets deep into the undercoat of my domestic longhair and Lynx point Siamese (very thick but short hair) whereas the straight side is really good for my domestic shorthair since he doesn’t have as thick an undercoat. I’d definitely recommend this for any cat owner.,positive,0,"['tools', 'have', 'is', 'recommend']"
Not pleased,"The seller needs to mention, this is only the overlaying for a comforter",neutral,2,[]
So many uses!,"I’m going to buy another pack. We have these everywhere for convenience. Bike trailer, car seat, wheelchair. Depending on where you put them they can be a tad short so I connected 2 to make it longer.",positive,0,['for']
Great price and charges fast,"I have an iPhone SE Gen 2, an iPhone 11, and AirPods Pro. The charger works great with all my devices and the charging is very fast. Note that the price on this one is lower than the other brands, but does not come with the charger brick for the wall, which is fine with me since I have a stack of them.",positive,0,"['works', 'works', 'is', 'is']"
Crazy Cart,A++++,neutral,2,[]
Pet Safe Dancing Dot,"My cat goes after reflected light and absolutely loves chasing the red beam around!  As soon as he hears the beep when I turn it on, he comes running!",positive,0,['chasing']
America the Pillow,"This pillow cover just screams America. I think if I was to cut into it now, it would bleed red white and blue. Performs perfectly with it’s main function of cushioning my back. Nice thick material and good quality, just like the country I love so much!",positive,0,"['screams', 'think', 'Performs', 'material', 'quality', 'material', 'country']"
It is good they did not cut it,Can't say anything about the product as they put it folded in the small envelope. Anyway it is good they did not cut it in 2-3 pieces.,negative,1,['is']
Best vitamins,These are so good. I was looking for something easy to chew and these are definitely it.,negative,1,"['are', 'something']"
Bueno,Bueno para trabajar,positive,0,[]
Excellent Product for the Beginner,I purchased this for our friends 7 year old son for Christmas and he absolutely loves it.  He was able to learn everything quickly and thoroughly enjoys flying it!  Would purchase another as a gift if the occasion arises.,negative,1,"['purchased', 'learn']"
"I'm Not Blue, Happy","This item was nothing short of wonderful!  I'm an early packer whenever I'm traveling.  It's rare last minute plans come up.  Blue is my signature color and now my blue cubes are my best friend.  I packed for a 12 day stay, and was able to compress everything I was wearing and include all my toiletries and daily health products without my suit case screaming for mercy.  I loved it so much, I bought one as a gift for my daughter.  And hers is blue also.",positive,0,"['of', 'friend', 'include', 'for', 'bought']"
Have a soft towel handy if you purchase this,"The screen protector, protects the screen, but you have to clean it hourly because it picks up the slightest bit of oil.  Due to the fingerprint scanner, ZAGG couldn't used Tempered Glass, so we are stuck with using this one.  Just have a glass cleaner handy if you use this so that you can keep it clean.",positive,0,"['protects', 'have', 'handy', 'have', 'keep']"
????????,????????,positive,0,[]
Bezel Installment,"Instructions were easy to follow, and installation of the bezel went without any difficulties!",positive,0,"['were', 'without']"
SHOULD HAVE sent it back !!!!!!!!,"NOT HAPPY with the  Owl ,it claims that the sensor is good for up to 10ft certainly NOT TRUE,you have to put your hand within a foot of it before it goes off and the sound is so weak you can hardly hear it ,not to mention the eye’s there certainly aren’t VERY BRIGHT !!!!!!!!!!",positive,0,"['claims', 'is', 'is', 'are']"
Color of product not as described.,The size was too small and the color was blue instead of grey that I wanted.  It was listed as dark grey but was actually blue.  I returned it.,negative,1,['grey']
Hive heaters,They work great for keeping my bee hives warm when it was below freezing. Put them in a top box with a 3/4 in osb with 2 vent holes in it for the heat to get in the hives. 3 in vents with mesh screen over the holes. They were very happy bee's. They do get very warm but with the separation to the hives made it perfect for them. So I got more and ceramic light fixtures for them so I can get them in the rest of my hives before winter comes again with the sub zero Temps. Now I can keep bee's through the winters now.,positive,0,"['work', 'work', 'hives', 'below', 'box', 'holes', 'in', 'bee', 'get', 'made']"
Broke fast,"This product was very inexpensive but it broke fairly easily. Like within 2 days. I’d spend more money on something sturdier, so I know it’ll last.",negative,1,"['was', 'was', 'easily', 'Like', 'something']"
Nice backup battery for work,Real convenient at work or in the car.,positive,0,"['convenient', 'at']"
Defective unit,"The unit I received appears to be defective. When installed, the fixture only produced a dull flickering light. Replaced with a Robertson unit which works as expected.",positive,0,"['be', 'light', 'light', 'unit']"
Fit,"very comfortable, fits well",positive,0,"['comfortable', 'fits']"
Perfect Fit,"A bit pricey but worth it, perfect fit",negative,1,"['pricey', 'pricey', 'fit']"
"looks beautiful, but the scale is at the back, so the design should be improved.","It looks beautiful, but the scale is at the back, so the design should be improved.",positive,0,"['looks', 'improved']"
Great Blender!,This hand blender does a great job blending hot soup. So much easier than pouring into a traditional blender and much easier to clean. It's also great for smoothies. Looking forward to trying the other attachments. Holds up to more expensive brands. I recommend!,positive,0,"['soup', 'soup', 'easier', 'than', 'easier', ""'s"", 'brands', 'recommend']"
Fits well,Perfect for our car Honda Civic. Would recommend,positive,0,"['Perfect', 'recommend']"
Aziz set up,Quality,negative,1,[]
So cute!,It’s the cutest! I bought this for my daughter for Easter and I think she’s gona love it. The colors are just so cute. I can’t get enough of it.,positive,0,"['think', 'are', 'get']"
Way too lawngggg!,"Not truly universal.  Too long for my mower, so I have to fold or tie under front.  Way too long.",negative,1,[]
Good with reservations,The mitts and the trivets are good.  The little lobster grippers? Or whatever they're called aren't thick enough.  They get extremely hot when you pick something up.  Other than that they're nice for the price.,positive,0,"['are', 'thick', 'get', ""'re""]"
works to get smoke and nicotine off walls,"I love this product! I would definitely buy them again. I was looking for a way to clean 20 yrs of smoke and nicotine off my walls. Anyone who has ever done this knows just how difficult of a task it is. None of the various spray cleaning products I tried would work. I even tried using a vinegar solution without success. Out of desperation I tried a regular magic eraser on a test spot as a last resort before giving up and it came right off with little to no scrubbing! So when I saw they made a mop I just had to order a box. It absolutely worked wonders.  I did not use them on a mop handle though. I was working on the walls in my hallway and since its close quarters I found I had more control without one. I didn't even need to use any kind of soap with them, just a little water. The only improvement I feel would be necessary would be to make the magic eraser part of the sponge mop head a little thicker. I was afraid it wasn't going to be thick enough but it still got the job done.",positive,0,"['love', 'way', 'of', 'knows', 'work', 'without', 'of', 'eraser', 'off', 'worked', 'worked', 'working', 'be', 'part', 'was', 'thick']"
Beautiful,"I have not done them yet, but everything arrived as described and the look beautiful.  Can't wait to do them.",positive,0,['look']
Nice but no bluetooth,No bluetooth,positive,0,[]
Effective and easy to use,Easy to use and great for at-home or on the go use. Very helpful for my shoulder pain and any other soreness.,positive,0,"['Easy', 'use', 'helpful', 'for', 'pain']"
Beautiful lashes,Beautiful lashes,positive,0,['lashes']
A must get item!,I like the feel and the fit. So light and comfortable.,positive,0,"['like', 'light']"
Solar Charger/Power Bank,"As far as I can tell, the solar power bank not only is very durable, but it holds a lasting charge.  You don’t have to charge it quite as often because it holds enough charge.  The solar panel works wonders especially when you do not have an outlet nearby. It’s a tab but heavy but the most important thing is that it’s reliable to power up your devices anywhere you go.",positive,0,"['is', 'charge', 'works', 'works', 'thing', '’s']"
Good quality,Good quality. The red card inside is attached to the wood.,neutral,2,['quality']
Coolest lighter ever!,So cool!  Doesn't look cheap at all.  Can't wait to use it.,positive,0,"['cool', 'look']"
Tiene buena calidad,Me agrado mucho y lo utilizo en mi auto,positive,0,[]
Nail drill,Very small but easy to use and convenient,neutral,2,"['small', 'use']"
Not the most sturdy.,Not very sturdy but not a lot of money either.  Should have bought a better one.  Basically used for making smoothies.,positive,0,"['sturdy', 'one']"
This is so easy and safe to use.,"I had to use this to jump start a dead car battery as my car  RX350 was idled for a while.  The battery was so dead that I could not even open the car door with the remote and had  to use a key.  Although it took 3 tries, I was finally able to jump start my car.",positive,0,"['battery', 'use', 'was']"
Love it,"Perfect for what i needed it for. Using for church bag to carry my notebooks, Bible and pens. Durable and great value for the price.",positive,0,"['Perfect', 'value', 'Durable']"
Love these sandals,Perfect fit. Very comfortable,negative,1,"['fit', 'comfortable']"
"Good affordable 1/2"" CNC cutting Bit","Comes in plain envelope, and is stored in a sturdy plastic case.  No label on case so be sure to label the storage case so you know which bit is in it.  Used it to cut some 3/4"" Oak Plywood, and it did a great job with clean cuts and minimal splinters.",positive,0,"['case', 'job', 'cuts']"
Cheap,"Piece of junk, sorry!! If you cycle at a gym this bike is like driving a a smart car vs a Cadillac. Feels very cheap, can't stand up on it,even with the tension very high. You drop down.",positive,0,"['of', 'Piece', 'is', 'car', 'Feels', 'with']"
UV paint!,I'm a professional Face Painter and I'm using this for glow in the dark parties where we use UV light in face painting. It's perfect and I appreciate the speediness of your product arriving. Thank you so much,negative,1,"['for', 'parties', ""'s"", 'appreciate', 'Thank']"
Don’t buy!!!,"Constantly falls off of my vents, my phone constantly falls out. It’s cause me to almost get into a accident. Don’t buy!!!! Not safe!!!",positive,0,"['falls', 'of', 'falls', 'safe']"
$$ and shipping cost.,Shipping $$ is too high for 2oz wire.,negative,1,[]
Happy mother in-law ????????,"Bought this for my 84 yrs young mother in-law to replace another, that isn't available anymore. She loves it ???? she gardens everyday.",positive,0,"['is', 'loves']"
Quality,Nice quality,positive,0,['quality']
Excelente,Excelente,positive,0,[]
"Comfortable, slip resistant",Work great. I normally wear low cut boots that costs 4 x this and have to buy special insoles. These work just as good and look better. Slip resistant in oily conditions. They do squeak a little when on vct tile so no sneaking up on anyone.,positive,0,"['Work', 'Work', 'work', 'work', 'look', 'squeak']"
Nice,The way its setup I can plug more large plugs in.,positive,0,[]
"This is a very bad cooker , do not buy this item","THIS is a very bad cooker, it will burn your finger tips if you touch the outside of the pot, even on low setting. Warranty is only good  if YOU pay for return  shipping costs.",negative,1,"['cooker', 'burn', 'is']"
Not happy with these,I usually like this brand but these ones seemed different in texture and make your face look white the original ones never did this and were thicker in texture.,negative,1,['like']
A classic favorite,"Classic, sexy scent. Great casually & date nights",positive,0,"['Classic', 'scent', 'nights']"
Easy and fun,What I love about the slime kit is that they don’t have to actually make the slime but rather mix in fun little things to make the slime more fun. My daughter loves the kit.,positive,0,"['is', 'kit', 'make', 'in', 'fun', 'make', 'loves']"
Love it,Really good,positive,0,['good']
Arrived completely smashed,Came in completely smashed! Teeny Tiny shards of glass are everywhere!,positive,0,['Came']
DAMN!!!,....just trust me,positive,0,['trust']
Pump doesn't work!!,I love the smell of this but the pump doesn't work and this is the second one from Hemps Lotion that is defective! Go back to your original pump that didn't have this issue! It's too much of a hassle to return it and hope to get one that works!,negative,1,"['love', 'love', 'love', 'is', 'have', 'of', 'one']"
Stops working very quickly,"One thing I will say, it’s easy to install. However, I literally just got my lights and it has been no more than two months and they are broken already. They stopped working. The lights are a nice touch in your car but do not plan to have this long term.",positive,0,"['’s', 'got', 'stopped', 'touch']"
Nice but super deep,"I must not have noticed that this is a DEEP pan meaning the pan portion is more like a bowl. There are good an bad points to that....for one, you can fit way more stuff in here to sautee without flipping stuff out of the pan. However, it also makes it harder to flip things like eggs or pancakes.",negative,1,"['is', 'portion', 'is', 'are', 'points', 'of', 'makes', 'things']"
Awesome,These things are well worth the money. Got them for my teenage daughters room and they exceeded my expectations. Will definitely order again if needed.,positive,0,"['worth', 'are', 'Got']"
works as advertised,"heat shield attached, rated for 100a",positive,0,[]
Great holster!,"I like the extra protection a holster provides when I'm out and about, but I also really like my silicon magsafe case. This holster gives me both. It looks nice and appears to be well made and sturdy.",positive,0,"['like', 'like', 'like', 'looks', 'made', 'made']"
Buy them. Stop thinking about it and buy them.,"I have never recommended a product more than this loofa, I’ve sent the product link to at least a dozen people. I bought them mid-January and my love for it has only grown. I feel like a freaking dolphin. My skin is amazing, I didn’t even know it could be this soft. It’s like I did a full body sugar scrub but without the effort or cost. Buy them. Buy them now.",positive,0,"['sent', 'grown', 'feel', 'like', 'is', 'be', 'did']"
amazing product,amazing product that i ordered more lights to do my bedroom,positive,0,['product']
Cereal wasn't put in a box,"My package was not a box....took forever to get here and when it did oh my goodness so messed up...was in a yellow millia folder ,torn , cereal box torn and mashed.....cereal bag got a hole somewhere, somehow, ..it was a mess",negative,1,"['messed', 'was', 'was']"
Great watch,"Keeps really good time (It's a Casio).  Looks beautiful. Perfect size.  It is easy to read in daylight.  At night it is tougher for me to read, as my eyes are old. But it is now the watch I wear the most and it was a great bargain.",positive,0,"['time', 'Looks', 'size', 'is', 'is', 'bargain', 'was']"
This is the VERY best tuxedo!!!!!! Look no further....,"This is the VERY best tuxedo choice for any man that wants to look and feel great when attending any formal event.  I was initially concerned about the quality since the price was so affordable. However, I’m really impressed with the quality and design of the tuxedo. It looks exactly as shown in the pictures and the quality is very superb.  The fabric feels just as nice at the ones you rent but you get to keep yours and wear it over and over again!  The pants are unhemmed so you can get your local tailor to hem them to meet your preferred length.  Overall, I give this a thousand stars because the tux is very well made, the price is super affordable and the customer service is superb.  They respond to your questions very quickly and help you find the right size based on your body measurements.  I love them so much that I ordered eight of them for my groom and all his groomsmen for our upcoming wedding.  I highly recommend this tuxedo.  Father’s day is coming up and this is an excellent option for a father’s day gift.  You can use it for weddings, funerals, Prom, Formal dinners, Cruises and just about any occasion.",positive,0,"['choice', 'feel', 'was', 'was', '’m', 'is', 'feels', 'made', 'affordable', 'is', 'is', 'size', 'love', 'recommend', 'option']"
Didn't work for me,"Boxes wouldn't stay in tact, kept falling apart and I still had problems.  A waste.",positive,0,"['kept', 'had', 'waste']"
Perfect match with my living room rugs.,Love the design.they look great with the large rug and runner I have.,positive,0,"['Love', 'look']"
Too big i returned it,Nice but too big,negative,1,['big']
Factory mistake.,Look at the assembly mistake on the top row. I can only use 3/4. I really needed that 4th one. Not happy.,neutral,2,"['at', 'row', 'happy']"
Do not buy leaks!!,Leaks! We used it for the first time since we bought it and no matter what we do we can’t tighten it enough. Its on tight but it still shoots out water!!!,negative,1,"['Leaks', 'tighten']"
Way overpriced,Way overpriced.,neutral,2,['overpriced']
Es más barato en otros lados.,Motiva mucho a los niños a usarlo,positive,0,[]
The RIGHT tool to buy.,Guide pin size selection is excellent.  Functioned perfectly as designed and advertised,positive,0,"['is', 'Functioned']"
Easy to use,They are easy to work with. And product turns out great.,positive,0,"['are', 'easy', 'turns']"
WORKS WELL!!,Product works well and it is easy to use!!,positive,0,"['works', 'works', 'is']"
Perfect,So adorable.,neutral,2,['adorable']
Not what I ordered,I ordered 24 pieces and only received 4,positive,0,[]
if I can give a negative star I would,The product leaked all over the bottom of the box as shown in the delivery picture once open it all in the plastic bag.,neutral,2,['leaked']
paper wishes is great,"I've been getting these cards and envelopes from paper wishes for years, if I had known they were coming from paper wishes i would have just ordered from them but I am very happy with them, and the envelopes are big enough to fit  the card even with layers, foam tape and embellishments",negative,1,"['am', 'big']"
